FIPS,County,DEM,GOP,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate
33011,"Hillsborough County, NH",100423.5,98988.0,72073.5,2.1,10.5,7.7,36.4,4.4
37187,"Washington County, NC",3650.5,2587.5,33956.0,-14.15,10.25,12.2,10.4,11.350000000000001
15003,"Honolulu County, HI",188718.5,88775.5,75395.5,0.1499999999999999,13.55,7.35,33.4,4.1
24017,"Charles County, MD",45842.0,23900.0,91575.0,4.25,12.25,6.2,27.85,5.5
19013,"Black Hawk County, IA",35672.0,26730.0,49756.0,-5.0,12.8,8.850000000000001,27.4,5.0
22061,"Lincoln Parish, LA",7524.5,10746.0,37652.5,-5.25,12.3,6.85,35.55,7.4
54075,"Pocahontas County, WV",1111.0,2320.5,33366.0,-8.2,9.75,11.25,16.05,8.45
26021,"Berrien County, MI",31480.5,38427.5,45280.5,-3.15,11.35,10.899999999999999,26.25,7.0
1089,"Madison County, AL",62118.5,89939.0,59132.5,6.449999999999999,11.8,8.2,40.150000000000006,6.0
36111,"Ulster County, NY",41587.0,30151.0,59126.5,-3.6999999999999997,8.8,9.3,31.150000000000002,6.3500000000000005
29057,"Dade County, MO",788.0,3039.5,36150.0,-7.85,9.4,13.5,14.399999999999999,6.0
1097,"Mobile County, AL",73423.0,92826.5,42389.5,-1.9000000000000001,13.6,10.100000000000001,22.15,7.8999999999999995
40077,"Latimer County, OK",983.0,2857.0,35795.5,-10.350000000000001,11.65,13.05,15.649999999999999,8.55
42019,"Butler County, PA",27609.5,60402.0,61811.5,1.75,9.9,9.95,33.55,5.75
13057,"Cherokee County, GA",22508.0,78542.0,73734.0,13.9,12.3,5.85,35.65,5.65
17085,"Jo Daviess County, IL",5056.0,5821.0,51920.0,-5.7,8.65,10.350000000000001,23.65,6.5
51730,"Petersburg city, VA",13191.0,1487.0,33759.0,-10.8,18.5,13.899999999999999,16.45,9.95
36099,"Seneca County, NY",5850.5,6062.0,48147.5,-1.5,10.600000000000001,9.850000000000001,20.25,6.4
22029,"Concordia Parish, LA",3552.5,5462.0,31231.5,-17.1,13.8,11.649999999999999,11.65,8.5
41013,"Crook County, OR",2836.0,7578.5,43291.0,20.4,9.15,10.75,15.65,10.25
27057,"Hubbard County, MN",4054.0,6945.5,46634.5,-0.8,10.25,9.5,25.75,7.25
19137,"Montgomery County, IA",1615.5,3215.0,46669.5,-3.9,11.7,13.3,16.45,4.3
5103,"Ouachita County, AR",4473.0,5431.5,34382.5,-10.7,11.55,13.8,15.95,7.8
21155,"Marion County, KY",3048.5,4461.0,40130.5,-4.75,12.0,10.85,13.1,6.6
47059,"Greene County, TN",5213.5,17886.0,37909.5,0.44999999999999996,9.45,12.8,15.4,7.8
21073,"Franklin County, KY",11126.0,11582.0,49670.5,3.0,11.2,10.4,28.6,5.4
37089,"Henderson County, NC",19091.5,34197.5,49403.0,12.0,9.8,11.95,30.05,5.9
47021,"Cheatham County, TN",4266.5,10780.5,55056.0,3.45,11.65,9.8,19.450000000000003,5.6
48149,"Fayette County, TX",2219.0,8373.0,50341.5,2.2,9.6,11.7,17.1,4.2
37017,"Bladen County, NC",7649.0,8229.0,33193.5,-5.75,10.149999999999999,11.75,13.3,9.8
37001,"Alamance County, NC",28804.5,37973.5,43727.0,11.200000000000001,11.35,10.2,22.5,6.6
34021,"Mercer County, NJ",94010.5,42879.5,72325.0,-2.35,11.25,7.65,40.9,6.3500000000000005
18125,"Pike County, IN",1711.0,4012.5,47277.5,1.4500000000000002,11.25,12.35,12.85,5.85
17063,"Grundy County, IL",8670.0,12307.5,67568.0,-4.55,12.3,7.7,22.5,9.1
21237,"Wolfe County, KY",864.5,1673.0,26882.0,-11.7,12.2,15.950000000000001,9.149999999999999,12.2
39145,"Scioto County, OH",11636.5,17382.5,37812.0,-6.7,11.45,12.15,14.7,9.5
29143,"New Madrid County, MO",2373.5,4777.0,33790.5,-13.1,11.899999999999999,13.05,12.3,8.7
18169,"Wabash County, IN",3473.5,9173.5,48705.0,-6.0,10.850000000000001,13.100000000000001,17.75,6.4
17017,"Cass County, IL",1833.5,2961.5,46081.0,-16.75,13.9,11.9,13.899999999999999,6.95
20103,"Leavenworth County, KS",10568.0,17106.0,63610.0,5.45,12.649999999999999,7.4,30.75,5.35
8081,"Moffat County, CO",1082.5,4954.5,55587.0,-6.749999999999999,13.05,8.2,15.65,6.1000000000000005
28089,"Madison County, MS",19540.0,27057.0,63128.5,9.1,13.15,9.7,47.0,5.25
13007,"Baker County, GA",720.0,779.5,32747.0,4.9,9.95,7.25,11.65,9.35
51171,"Shenandoah County, VA",5865.5,13302.0,51243.5,4.0,11.05,11.350000000000001,19.950000000000003,5.1
53007,"Chelan County, WA",10460.5,14648.5,48830.0,4.1499999999999995,12.600000000000001,9.149999999999999,25.35,6.85
29209,"Stone County, MO",3403.0,12464.5,41409.0,2.8500000000000005,8.1,11.6,16.85,9.05
51137,"Orange County, VA",6412.5,9877.5,61664.5,6.6,11.15,10.8,24.15,5.4
28145,"Union County, MS",2225.0,8460.0,42608.5,-1.9,13.1,10.7,14.850000000000001,6.2
40123,"Pontotoc County, OK",3783.5,9670.5,40852.0,3.35,14.5,11.35,27.6,4.6
6023,"Humboldt County, CA",23676.5,13268.0,41500.5,0.8999999999999999,10.75,9.6,28.65,7.25
47005,"Benton County, TN",1864.5,4282.5,34641.5,-0.15000000000000013,9.55,15.55,11.3,8.45
47049,"Fentress County, TN",1329.5,5636.0,30370.0,1.9500000000000002,10.399999999999999,12.95,11.899999999999999,7.8999999999999995
12055,"Highlands County, FL",15524.0,27710.5,35793.0,14.1,9.2,14.7,16.45,8.4
20071,"Greeley County, KS",97.5,531.0,49119.5,-0.6500000000000004,12.95,16.5,24.5,2.6
42055,"Franklin County, PA",18116.0,46313.0,55682.0,1.35,12.45,9.649999999999999,20.05,6.05
29071,"Franklin County, MO",14316.5,32345.5,50278.5,-1.6999999999999997,12.3,9.8,19.05,6.15
20009,"Barton County, KS",2258.0,8449.0,45282.5,-10.350000000000001,13.100000000000001,10.95,17.85,4.5
22003,"Allen Parish, LA",2361.0,6681.0,38833.0,-3.85,11.95,9.45,12.1,7.2
47129,"Morgan County, TN",1387.5,5048.5,37119.5,4.75,8.75,10.45,7.3,8.3
16043,"Fremont County, ID",730.5,4499.0,44047.0,-7.5,14.9,8.850000000000001,20.299999999999997,4.8
18053,"Grant County, IN",8309.0,16078.5,39664.0,-9.35,10.75,11.25,17.15,7.3
48413,"Schleicher County, TX",214.5,800.0,47290.0,-30.95,9.0,8.100000000000001,18.45,4.6
6079,"San Luis Obispo County, CA",55783.0,50740.5,63972.0,7.75,9.5,8.4,33.35,6.25
21185,"Oldham County, KY",9754.0,20324.0,85152.5,14.95,8.2,5.85,41.0,4.65
25019,"Nantucket County, MA",3986.0,2038.5,76305.0,9.45,14.05,6.55,48.7,6.1
42119,"Union County, PA",6100.5,10234.0,53170.0,-0.04999999999999993,8.65,8.3,23.4,5.6
29101,"Johnson County, MO",6792.5,13226.0,47499.5,1.9500000000000002,13.35,7.6000000000000005,27.2,6.300000000000001
26087,"Lapeer County, MI",15760.0,26881.0,53853.0,-0.7,9.25,8.85,17.3,9.05
53073,"Whatcom County, WA",53470.0,38874.5,54072.5,10.799999999999999,11.0,7.5,33.15,6.949999999999999
18101,"Martin County, IN",1116.0,3478.5,47802.5,-5.449999999999999,12.85,9.55,12.600000000000001,5.6
48453,"Travis County, TX",269007.5,133126.5,63680.5,17.450000000000003,13.95,4.45,46.900000000000006,4.35
13167,"Johnson County, GA",1220.5,2479.5,30598.0,-0.8500000000000001,9.5,10.5,10.0,8.05
18077,"Jefferson County, IN",5026.5,7817.0,47319.0,1.0,11.65,11.05,17.549999999999997,6.6
48059,"Callahan County, TX",659.5,4617.0,43800.5,8.649999999999999,10.05,12.25,16.25,5.199999999999999
32021,"Mineral County, NV",750.0,1129.5,41100.0,4.7,12.1,18.35,12.600000000000001,10.05
51107,"Loudoun County, VA",90904.5,72213.5,126771.5,21.1,14.55,3.35,59.4,3.8000000000000003
18179,"Wells County, IN",3009.5,9627.0,52659.0,-3.5,13.0,9.85,17.35,5.4
42097,"Northumberland County, PA",10788.0,21467.0,43798.5,-0.7500000000000002,9.899999999999999,12.3,15.15,7.65
22123,"West Carroll Parish, LA",784.0,3799.0,34152.0,-8.25,11.8,11.25,11.35,12.75
16025,"Camas County, ID",134.5,406.0,48887.0,-13.05,8.75,4.6,20.75,6.35
54017,"Doddridge County, WV",465.5,2227.5,37638.5,-2.75,8.3,10.05,14.2,5.75
48037,"Bowie County, TX",9507.5,24876.5,43014.5,0.9000000000000001,13.2,10.3,19.35,6.050000000000001
6037,"Los Angeles County, CA",1663395.0,621095.5,57118.5,-2.25,12.65,6.050000000000001,30.85,8.1
47067,"Hancock County, TN",398.5,1684.5,26764.5,0.75,10.55,13.65,10.8,9.850000000000001
18011,"Boone County, IN",9253.5,19230.5,75276.5,14.5,12.25,8.25,45.4,4.75
55045,"Green County, WI",10158.5,8270.5,58000.0,-3.65,10.0,9.65,21.95,4.75
37019,"Brunswick County, NC",22524.5,38513.5,50040.5,26.65,8.6,10.9,27.0,8.8
48165,"Gaines County, TX",566.0,3695.5,49284.5,2.3,21.35,6.550000000000001,11.8,3.95
37095,"Hyde County, NC",1056.5,1229.0,36591.0,-5.6499999999999995,9.3,12.35,10.3,11.45
21055,"Crittenden County, KY",788.5,3064.5,37953.0,-0.6000000000000001,11.100000000000001,13.75,12.2,6.5
48235,"Irion County, TX",101.0,664.0,62400.0,-3.7,11.15,7.050000000000001,15.0,3.9
48217,"Hill County, TX",2640.0,9601.5,42474.0,4.3,11.600000000000001,12.15,15.850000000000001,5.65
28117,"Prentiss County, MS",2442.0,7361.0,35131.5,-3.6,13.2,10.65,12.0,7.05
51005,"Alleghany County, VA",2784.0,4234.0,45783.5,-1.2999999999999998,9.05,13.0,16.15,6.1
12043,"Glades County, FL",1437.0,2670.0,38305.5,8.05,5.5,8.600000000000001,10.100000000000001,6.95
34041,"Warren County, NJ",17430.0,27044.0,72697.0,-5.55,8.7,9.0,30.65,6.6499999999999995
19185,"Wayne County, IA",985.0,1826.0,40089.0,7.2,14.2,15.1,13.4,4.6
26049,"Genesee County, MI",115858.0,77990.5,42328.5,-7.9,11.75,10.4,20.049999999999997,7.8
18139,"Rush County, IN",1873.0,4962.5,47695.5,-7.5,11.0,10.7,13.85,6.15
31161,"Sheridan County, NE",337.5,2101.0,42870.5,-0.34999999999999964,11.649999999999999,12.7,23.85,3.25
26003,"Alger County, MI",1937.5,2457.0,41304.5,-3.9499999999999997,6.35,12.8,17.25,10.05
42103,"Pike County, PA",9708.5,14374.0,57620.5,-8.15,6.5,8.3,25.45,8.25
36101,"Steuben County, NY",12900.5,22758.0,48150.0,-5.5,11.100000000000001,9.9,21.950000000000003,7.550000000000001
47163,"Sullivan County, TN",13606.5,44552.5,40929.0,1.55,9.7,12.95,22.0,6.35
13087,"Decatur County, GA",4342.0,5912.5,33233.5,-12.850000000000001,13.8,11.65,14.85,8.35
37007,"Anson County, NC",6339.5,4302.5,34074.0,-9.9,9.6,12.15,10.149999999999999,8.35
13067,"Cobb County, GA",145971.0,162033.0,66773.0,5.6,13.1,5.4,45.15,6.15
35009,"Curry County, NM",3366.0,8355.0,41461.0,-0.34999999999999964,18.2,8.05,20.1,5.0
48349,"Navarro County, TX",4173.0,11411.0,42367.5,0.0,14.100000000000001,10.8,16.4,5.75
32001,"Churchill County, NV",2585.5,7444.5,49877.5,-10.2,12.95,11.45,15.95,8.2
28063,"Jefferson County, MS",3422.5,460.0,25584.0,-11.299999999999999,14.45,10.4,17.7,16.1
22125,"West Feliciana Parish, LA",2344.0,3323.5,53630.5,-3.3,8.1,8.15,20.65,5.65
28127,"Simpson County, MS",4297.0,7408.5,37053.0,-3.75,12.05,11.100000000000001,13.0,6.8
16017,"Bonner County, ID",5820.0,10793.5,43908.5,4.65,9.5,10.65,22.4,7.95
33003,"Carroll County, NH",13482.0,14421.0,53665.5,4.1,7.449999999999999,10.2,32.900000000000006,4.15
16045,"Gem County, ID",1593.0,5645.5,41213.0,5.35,12.7,11.75,15.85,7.050000000000001
21143,"Lyon County, KY",1209.0,2600.5,42438.5,-6.749999999999999,6.8,13.3,15.850000000000001,7.55
28029,"Copiah County, MS",6702.0,5645.0,32798.5,-9.3,12.7,11.0,14.05,8.75
8053,"Hinsdale County, CO",212.5,345.5,50947.0,-0.5,6.9,5.050000000000001,42.599999999999994,3.65
46049,"Faulk County, SD",267.5,811.5,47063.5,4.3500000000000005,11.8,13.7,24.75,3.3
37065,"Edgecombe County, NC",17200.5,8356.5,33307.0,-8.25,11.8,11.35,11.7,11.5
20083,"Hodgeman County, KS",151.0,851.0,51260.0,-16.05,10.8,10.100000000000001,24.7,3.0
45019,"Charleston County, SC",85037.5,76240.5,52382.0,14.25,12.95,7.85,41.4,5.65
31177,"Washington County, NE",2854.5,7115.5,67272.0,6.1,10.600000000000001,8.3,30.05,3.5
18067,"Howard County, IN",13156.0,21979.5,45676.0,-0.15000000000000002,11.95,11.55,20.35,6.85
47091,"Johnson County, TN",1235.5,5005.5,31829.5,0.8999999999999999,8.0,12.5,10.3,7.15
12003,"Baker County, FL",2211.0,9634.0,48812.5,5.4,12.45,8.350000000000001,12.15,6.75
39045,"Fairfield County, OH",26490.5,41648.5,62041.0,2.05,11.3,8.05,26.7,5.449999999999999
13305,"Wayne County, GA",2316.5,7850.0,39987.0,6.8999999999999995,13.15,10.6,12.55,8.75
38065,"Oliver County, ND",200.0,760.0,63018.0,3.4499999999999997,12.05,8.0,19.15,6.1
6027,"Inyo County, CA",2921.0,3834.5,49549.0,-7.15,11.5,10.2,23.75,7.199999999999999
37079,"Greene County, NC",3665.5,4375.5,37394.0,-6.4,10.100000000000001,8.35,10.1,6.949999999999999
48347,"Nacogdoches County, TX",6631.5,14330.5,36641.0,-2.1500000000000004,13.25,8.2,24.75,5.65
46057,"Hamlin County, SD",738.0,1927.0,54989.5,-14.3,19.15,11.75,19.8,3.5999999999999996
17127,"Massac County, IL",1823.5,4561.0,41835.0,-8.5,11.2,14.2,14.25,8.35
20045,"Douglas County, KS",29050.5,15668.0,52129.5,5.3,10.899999999999999,5.550000000000001,49.9,4.3
48055,"Caldwell County, TX",4725.0,6267.0,46280.5,7.25,12.6,8.05,15.2,5.75
46063,"Harding County, SD",60.0,666.0,50711.0,3.3499999999999996,11.0,5.05,28.3,3.3
28109,"Pearl River County, MS",3366.0,15683.0,39827.5,-3.75,11.8,11.25,14.95,7.1
48069,"Castro County, TX",578.0,1441.5,42969.5,0.40000000000000036,15.8,6.85,14.350000000000001,3.75
29163,"Pike County, MO",2193.5,4925.0,41268.0,-2.1000000000000005,12.2,10.45,14.15,5.65
28007,"Attala County, MS",3107.5,4370.0,32700.5,-7.35,12.7,14.7,14.35,8.25
48343,"Morris County, TX",1640.5,3334.5,36774.5,1.1,12.55,13.95,14.15,10.3
38035,"Grand Forks County, ND",12418.0,15684.5,48098.0,0.10000000000000009,14.7,6.85,33.55,2.9
19197,"Wright County, IA",2342.0,3549.5,47746.0,-1.7000000000000002,12.45,11.5,17.5,4.75
26151,"Sanilac County, MI",6042.5,12203.5,41447.0,-4.95,10.25,10.85,12.899999999999999,8.35
1131,"Wilcox County, AL",4598.0,1706.5,23171.0,-7.85,11.9,12.35,12.0,17.15
31111,"Lincoln County, NE",3614.0,11268.5,52793.0,-3.5,12.35,9.85,21.0,3.5
45069,"Marlboro County, SC",6741.0,4133.5,30959.0,-15.5,11.100000000000001,12.6,9.2,13.0
21181,"Nicholas County, KY",867.5,1770.0,37736.0,-3.3,12.75,13.4,11.95,7.0
55129,"Washburn County, WI",3859.0,5048.0,44327.5,7.75,9.399999999999999,13.65,21.4,6.45
5025,"Cleveland County, AR",784.0,2386.5,43297.0,-4.2,10.45,12.05,15.399999999999999,5.95
12123,"Taylor County, FL",2455.0,6586.0,38218.5,-3.95,11.25,10.75,8.7,7.2
27095,"Mille Lacs County, MN",4769.0,7645.5,49254.0,-3.6000000000000005,12.899999999999999,11.5,15.3,7.1000000000000005
26033,"Chippewa County, MI",6239.0,8699.0,41978.0,-1.9499999999999997,8.95,9.15,20.2,8.8
37141,"Pender County, NC",9270.5,15842.5,46877.5,14.95,10.9,9.25,24.0,7.85
51840,"Winchester city, VA",5125.0,4864.5,44199.0,7.4,13.399999999999999,9.05,31.0,5.35
31129,"Nuckolls County, NE",457.5,1636.0,41866.0,-3.3,9.4,14.6,17.6,3.2
30037,"Golden Valley County, MT",90.5,358.0,35913.0,-3.7,9.100000000000001,11.600000000000001,23.35,4.55
37107,"Lenoir County, NC",12551.0,13558.5,37487.5,-7.95,11.2,12.05,14.2,7.8500000000000005
1037,"Coosa County, AL",1984.0,3202.0,34700.5,-6.6,8.7,13.25,10.35,7.65
55067,"Langlade County, WI",3914.5,6123.0,44312.5,-2.1,10.35,11.7,15.0,7.25
8103,"Rio Blanco County, CO",497.0,2729.5,58451.0,-3.35,11.3,8.75,20.5,6.65
8117,"Summit County, CO",9335.5,5279.5,65775.5,5.45,10.2,2.05,49.55,4.0
35049,"Santa Fe County, NM",49812.0,14671.5,54092.5,4.1,9.05,7.75,40.4,5.5
55049,"Iowa County, WI",7384.0,4555.5,55563.0,-5.4,11.7,9.5,23.75,5.1
42073,"Lawrence County, PA",15680.0,23119.0,45036.5,-5.4,10.2,12.7,20.4,7.300000000000001
20187,"Stanton County, KS",133.5,575.5,55611.0,-14.4,14.600000000000001,8.899999999999999,18.6,3.15
48379,"Rains County, TX",686.5,3592.0,44351.5,8.7,8.55,12.65,11.55,5.5
19111,"Lee County, IA",7811.5,7774.5,45472.5,-6.0,11.85,12.399999999999999,15.6,6.6
54079,"Putnam County, WV",6491.0,16690.5,55980.5,3.65,10.5,9.7,25.299999999999997,5.65
55111,"Sauk County, WI",17384.0,14350.0,55119.0,1.2999999999999998,12.25,9.899999999999999,22.85,5.25
37053,"Currituck County, NC",3200.0,8250.5,56196.0,12.399999999999999,10.05,9.25,21.15,6.8
48411,"San Saba County, TX",308.0,1965.0,38551.0,-5.3,12.4,11.4,13.95,4.8
42109,"Snyder County, PA",4331.5,10880.0,49116.5,-1.7999999999999998,10.65,8.350000000000001,17.5,6.15
21239,"Woodford County, KY",4920.5,7457.5,58458.5,6.3,11.05,8.75,32.65,4.300000000000001
22049,"Jackson Parish, LA",2222.0,5150.5,39037.0,-4.0,10.8,10.899999999999999,13.4,6.199999999999999
13221,"Oglethorpe County, GA",1871.0,4436.0,44155.5,-8.7,10.55,9.25,17.549999999999997,6.65
8105,"Rio Grande County, CO",2206.5,2976.0,39482.5,-2.8,11.25,11.1,22.299999999999997,8.55
54043,"Lincoln County, WV",1819.5,4796.5,33250.0,-2.1500000000000004,11.5,12.3,8.899999999999999,9.4
26001,"Alcona County, MI",2097.0,3886.0,37671.5,6.1,5.6,18.3,14.6,10.149999999999999
55021,"Columbia County, WI",15341.5,13587.0,59011.0,-1.4,10.5,9.45,22.7,5.4
42129,"Westmoreland County, PA",61443.0,109928.0,53093.0,-1.7,8.7,12.2,27.35,6.6
31155,"Saunders County, NE",2894.0,7105.5,63080.5,-2.1999999999999997,11.8,9.600000000000001,24.95,3.6500000000000004
27043,"Faribault County, MN",2780.0,4381.5,46004.5,-11.1,10.55,13.45,17.4,5.1
21023,"Bracken County, KY",926.0,2370.0,44199.5,0.7999999999999998,11.5,10.5,14.149999999999999,7.75
13301,"Warren County, GA",1419.0,990.5,33426.0,-11.450000000000001,11.55,14.55,10.7,10.95
26141,"Presque Isle County, MI",2796.0,4140.0,40751.5,1.5,7.1,13.65,16.85,12.0
12117,"Seminole County, FL",101023.0,109602.0,58077.0,10.0,10.25,7.050000000000001,36.6,6.199999999999999
37043,"Clay County, NC",1462.5,4173.5,37226.0,9.65,8.25,13.45,21.450000000000003,7.95
8039,"Elbert County, CO",3299.0,10842.0,84110.5,9.799999999999999,7.7,4.95,32.7,4.85
39053,"Gallia County, OH",2991.0,7739.5,40235.5,-4.0,12.35,11.9,15.0,8.25
56041,"Uinta County, WY",1415.0,6383.5,62885.0,-7.9,14.55,6.2,17.05,5.699999999999999
28013,"Calhoun County, MS",2067.0,4160.5,32885.0,-4.25,11.8,12.899999999999999,10.95,6.800000000000001
20145,"Pawnee County, KS",635.5,1840.0,45431.0,-10.6,10.15,11.7,20.6,3.6999999999999997
40001,"Adair County, OK",1742.0,4557.5,32588.0,-6.7,13.5,11.25,12.25,7.449999999999999
31085,"Hayes County, NE",40.0,472.0,44702.0,-39.2,13.149999999999999,5.95,18.55,2.7
26077,"Kalamazoo County, MI",68093.5,51845.5,49231.5,4.15,12.1,7.7,36.25,5.6
31185,"York County, NE",1266.5,4750.0,52035.0,-0.8499999999999999,12.05,11.45,26.1,3.2
40103,"Noble County, OK",1021.5,3595.5,47119.0,-7.45,10.8,11.5,21.200000000000003,3.95
36085,"Richmond County, NY",67542.5,81016.0,72909.5,-2.8,11.45,7.25,31.8,7.35
30045,"Judith Basin County, MT",284.0,859.5,41742.5,3.35,7.65,10.15,30.35,4.3
38049,"McHenry County, ND",699.0,1821.0,48992.5,23.3,11.6,9.65,17.75,4.6
30103,"Treasure County, MT",86.5,333.5,46926.0,5.5,13.700000000000001,16.5,21.35,4.6
8079,"Mineral County, CO",264.0,344.0,49905.0,11.55,9.55,6.85,39.65,3.8000000000000003
36031,"Essex County, NY",7797.5,6885.0,48091.0,-6.15,8.4,11.0,25.700000000000003,7.449999999999999
49053,"Washington County, UT",8065.5,37288.0,50090.5,18.1,14.6,7.8500000000000005,27.4,5.300000000000001
56025,"Natrona County, WY",7766.5,22826.0,57480.5,1.0500000000000007,13.65,8.8,22.0,6.1
13173,"Lanier County, GA",956.5,1898.0,34585.5,1.35,13.149999999999999,7.35,14.399999999999999,7.550000000000001
51735,"Poquoson city, VA",1639.0,5200.5,87148.0,1.2000000000000002,7.65,8.8,39.3,4.45
17171,"Scott County, IL",719.0,1775.5,49963.5,-0.7000000000000002,10.25,10.35,13.55,7.1499999999999995
20133,"Neosho County, KS",1738.0,4266.5,41491.0,-7.85,13.0,12.15,19.5,8.0
29186,"Ste. Genevieve County, MO",3176.5,4775.0,53339.0,-6.15,9.15,10.15,15.05,6.0
39169,"Wayne County, OH",16801.0,30536.0,50732.0,-0.8,13.5,9.15,21.049999999999997,5.05
29023,"Butler County, MO",3699.5,12947.5,34954.0,-1.6,13.2,12.3,13.9,6.949999999999999
26011,"Arenac County, MI",2953.5,4379.0,40631.5,-4.65,8.350000000000001,13.5,11.65,10.5
12017,"Citrus County, FL",25609.0,49517.0,39473.0,16.55,7.449999999999999,17.15,17.200000000000003,8.75
29051,"Cole County, MO",11455.0,24549.0,53661.0,-4.35,11.8,8.15,31.9,4.4
51075,"Goochland County, VA",4780.0,8411.0,85261.0,5.449999999999999,6.949999999999999,7.949999999999999,38.75,4.699999999999999
24003,"Anne Arundel County, MD",116017.0,116337.0,91190.0,3.55,12.45,7.199999999999999,39.25,4.9
49025,"Kane County, UT",728.5,2355.5,45912.5,7.6,12.2,10.149999999999999,26.450000000000003,5.199999999999999
12079,"Madison County, FL",3850.0,4661.5,32595.0,-8.3,11.3,11.95,12.100000000000001,6.9
13195,"Madison County, GA",2454.5,8818.0,43680.0,3.8000000000000003,11.55,9.75,16.4,6.9
13137,"Habersham County, GA",2390.0,12666.0,44085.5,6.35,11.4,10.1,17.6,7.4
20109,"Logan County, KS",171.5,1104.0,47193.0,6.65,14.0,9.7,18.05,2.8
26015,"Barry County, MI",10302.5,17924.0,58170.0,2.2,10.850000000000001,8.95,19.3,5.4
22069,"Natchitoches Parish, LA",7542.0,9021.0,32904.5,-3.6999999999999997,13.45,10.2,19.200000000000003,7.800000000000001
19159,"Ringgold County, IA",967.0,1593.0,43843.5,2.9,10.850000000000001,15.0,19.75,3.95
26085,"Lake County, MI",2345.5,2823.0,32302.5,10.299999999999999,8.75,12.100000000000001,10.25,10.3
51770,"Roanoke city, VA",22791.0,15080.5,38019.0,1.9000000000000004,15.350000000000001,11.350000000000001,23.950000000000003,5.75
26055,"Grand Traverse County, MI",20919.5,26972.0,54198.5,5.9,10.25,9.0,32.95,6.300000000000001
17035,"Cumberland County, IL",1334.0,3853.0,47058.5,-6.55,11.0,10.05,14.850000000000001,6.5
20053,"Ellsworth County, KS",605.5,1919.0,49638.5,1.5,10.3,11.95,20.75,3.65
